"strain"	"country"
"MK564482.1|2017-08-07"	"China"
"MK564476.1|2017-08-08"	"China"
"OP684154.1|2017-08-28"	"China"
"MN018326.1|2017-09-19"	"China"
"MK167005.1|2017-10-10"	"China"
"MT261977.1|2017-10-12"	"Burkina_Faso"
"MT261972.1|2017-10-16"	"Burkina_Faso"
"MH891771.1|2017-10-22"	"India"
"MT261978.1|2017-10-27"	"Burkina_Faso"
"MK167001.1|2017-11-02"	"China"
"MT040684.1|2018-06-08"	"Paraguay"
"MT006152.1|2018-06-13"	"Sri_Lanka"
"PP234962.1|2018-07-01"	"Colombia"
"MN933667.1|2018-08-09"	"China"
"MK614089.1|2018-08-31"	"China"
"OQ426794.1|2018-09-18"	"Vietnam"
"OP684189.1|2018-09-30"	"China"
"MN933669.1|2018-10-16"	"China"
"OQ426982.1|2018-12-18"	"Vietnam"
"OQ427062.1|2018-12-25"	"Vietnam"
"OQ427041.1|2019-01-07"	"Vietnam"
"OQ427048.1|2019-01-15"	"Vietnam"
"OQ427047.1|2019-01-15"	"Vietnam"
"OQ427046.1|2019-01-15"	"Vietnam"
"MN923098.1|2019-01-20"	"China"
"OP684198.1|2019-01-20"	"China"
"MK614088.1|2019-01-21"	"China"
"OR393961.1|2019-03-11"	"Sri_Lanka"
"MT862858.1|2019-03-19"	"Brazil"
"OQ078873.1|2019-03-21"	"Brazil"
"OQ078879.1|2019-04-10"	"Brazil"
"OQ078889.1|2019-05-08"	"Brazil"
"MN923102.1|2019-05-09"	"China"
"OL314735.1|2019-05-21"	"Indonesia"
"MZ130534.1|2019-05-28"	"Democratic_Republic_of_the_Congo"
"OL314740.1|2019-05-30"	"Indonesia"
"MN923115.1|2019-05-31"	"China"
"ON908245.1|2019-06-01"	"China"
"OL314741.1|2019-06-20"	"Indonesia"
"ON873885.1|2019-06-21"	"China"
"MW582813.1|2019-06-21"	"China"
"MN922035.1|2019-06-23"	"China"
"OL314743.1|2019-06-24"	"Indonesia"
"OL314742.1|2019-06-25"	"Indonesia"
"OQ028228.1|2019-06-26"	"Vietnam"
"OL314744.1|2019-06-26"	"Indonesia"
"OL314745.1|2019-06-28"	"Indonesia"
"PP234923.1|2019-07-01"	"Philippines"
"PP234946.1|2019-07-01"	"Brazil"
"PP234949.1|2019-07-01"	"Sri_Lanka"
"MW396463.1|2019-07-02"	"Bangladesh"
"OR393973.1|2019-07-04"	"Sri_Lanka"
"MN923109.1|2019-07-08"	"China"
"OR393978.1|2019-08-05"	"Sri_Lanka"
"PP270029.1|2019-08-12"	"Vietnam"
"OP684201.1|2019-08-16"	"China"
"OQ821483.1|2019-08-19"	"Mexico"
"OQ821363.1|2019-08-23"	"Honduras"
"MN556094.1|2019-09-01"	"China"
"MN923122.1|2019-09-01"	"China"
"OP684202.1|2019-09-07"	"China"
"MT982148.1|2019-09-08"	"Burkina_Faso"
"OK562728.1|2019-09-26"	"China"
"OK534154.1|2019-09-26"	"China"
"MN923120.1|2019-10-02"	"China"
"MN923113.1|2019-10-14"	"China"
"OQ821380.1|2019-10-23"	"Venezuela"
"OR394016.1|2019-10-30"	"Sri_Lanka"
"OQ821445.1|2019-11-13"	"Cuba"
"MN960676.1|2019-11-16"	"China"
"MZ636801.1|2019-11-19"	"Thailand"
"OR394032.1|2019-11-29"	"Sri_Lanka"
"MW261825.1|2019-11-30"	"China"
"MW261827.1|2019-11-30"	"China"
"MZ636805.1|2019-12-30"	"Thailand"
"OR394046.1|2019-12-31"	"Sri_Lanka"
"OQ567863.1|2020-01-13"	"Paraguay"
"ON426292.1|2020-01-22"	"Brazil"
"OM833055.1|2020-02-18"	"USA"
"OQ080034.1|2020-08-17"	"Sri_Lanka"
"ON680908.1|2020-08-24"	"Sri_Lanka"
"MW295815.1|2020-09-07"	"China"
"OL587817.1|2020-09-16"	"Sri_Lanka"
"ON123621.1|2021-02-15"	"Peru"
"OQ567846.1|2021-03-24"	"Paraguay"
"ON123586.1|2021-05-07"	"Peru"
"LC707382.1|2021-06-30"	"Gabon"
"ON123575.1|2021-08-03"	"Peru"
"PP439575.1|2021-09-24"	"Cambodia"
"OQ821340.1|2021-11-16"	"Cuba"
"OM730078.1|2021-11-16"	"India"
"OM639985.1|2021-11-16"	"India"
"OM639983.1|2021-11-16"	"India"
"OR518258.1|2022-01-23"	"Brazil"
"OR518260.1|2022-02-10"	"Brazil"
"PP447198.1|2022-02-22"	"Cambodia"
"ON634744.1|2022-03-11"	"Brazil"
"OR258417.1|2022-03-24"	"Brazil"
"OP599670.1|2022-03-30"	"Brazil"
"ON632053.1|2022-04-04"	"Brazil"
"EPI_ISL_14908852|2022-04-04"	"Brazil"
"PP447200.1|2022-04-06"	"Cambodia"
"OR258460.1|2022-04-06"	"Brazil"
"ON632040.1|2022-04-12"	"Brazil"
"OR258566.1|2022-04-15"	"Brazil"
"OR258535.1|2022-04-17"	"Brazil"
"ON634741.1|2022-04-25"	"Brazil"
"OP599705.1|2022-04-28"	"Brazil"
"PP469533.1|2022-05-30"	"Cambodia"
"PP411249.1|2022-06-10"	"Cambodia"
"PP757871.1|2022-06-18"	"India"
"OQ821456.1|2022-06-20"	"Cuba"
"PP411252.1|2022-06-20"	"Cambodia"
"PP411255.1|2022-06-29"	"Cambodia"
"OP921000.1|2022-07-29"	"India"
"PP269906.1|2022-08-09"	"Vietnam"
"OQ445963.1|2022-08-10"	"Cuba"
"OQ821614.1|2022-08-11"	"USA"
"OQ445887.1|2022-08-16"	"Cuba"
"OQ445886.1|2022-08-17"	"Cuba"
"OQ821468.1|2022-08-18"	"Cuba"
"EPI_ISL_17689862|2022-08-25"	"Mexico"
"OQ821348.1|2022-08-28"	"Cuba"
"EPI_ISL_17689864|2022-09-02"	"Mexico"
"PP446692.1|2022-09-05"	"Cambodia"
"EPI_ISL_17689850|2022-09-10"	"Mexico"
"OQ445892.1|2022-09-27"	"Cuba"
"OQ445884.1|2022-10-01"	"Puerto_Rico"
"PP446693.1|2022-10-06"	"Cambodia"
"PP269921.1|2022-10-10"	"Vietnam"
"PP269908.1|2022-10-11"	"Vietnam"
"OQ851885.1|2022-10-14"	"Bhutan"
"OQ445966.1|2022-10-26"	"Cuba"
"OQ445894.1|2022-10-27"	"Cuba"
"OQ445967.1|2022-11-03"	"USA"
"OR162320.1|2022-11-15"	"USA"
"PP269917.1|2022-11-25"	"Vietnam"
"OQ821367.1|2022-12-07"	"Mexico"
"EPI_ISL_17689875|2022-12-12"	"Mexico"
"OR616468.1|2023-01-05"	"Dominican_Republic"
"OR167130.1|2023-03-03"	"Brazil"
"OR167255.1|2023-03-23"	"Brazil"
"EPI_ISL_17983090|2023-05-02"	"Brazil"
"OR616477.1|2023-05-27"	"Dominican_Republic"
"PP766873.1|2023-06-05"	"Sri_Lanka"
"OR654282.1|2023-07-01"	"USA"
"PP563871.1|2023-07-04"	"Thailand"
"OR771147.1|2023-07-20"	"USA"
"OR616457.1|2023-08-16"	"Dominican_Republic"
"OR616499.1|2023-08-21"	"Dominican_Republic"
"PP563832.1|2023-08-28"	"China"
"OR821935.1|2023-08-28"	"USA"
"PP757868.1|2023-08-30"	"India"
"OR616463.1|2023-08-30"	"Dominican_Republic"
"PP757876.1|2023-09-12"	"India"
"OR936762.1|2023-09-12"	"Pakistan"
"OR936764.1|2023-09-12"	"Pakistan"
"OR936768.1|2023-09-12"	"Pakistan"
"PP563839.1|2023-09-29"	"China"
"PP564586.1|2023-10-01"	"China"
"PP564601.1|2023-10-02"	"China"
"PP564602.1|2023-10-07"	"China"
"PP563928.1|2023-10-08"	"China"
"PP563904.1|2023-10-13"	"China"
"PP029068.1|2023-11-07"	"Senegal"
"PP029069.1|2023-11-07"	"Senegal"
"PP563959.1|2023-11-10"	"China"
"PP204095.1|2023-12-06"	"Vietnam"
"PP326828.1|2023-12-13"	"France"
"PP692469.1|2023-12-23"	"USA"
"PP968117.1|2024-03-13"	"Russia"
"EU920828.1|1993-02"	"French_Guiana"
"KY670633.1|1995-09"	"Taiwan"
"EU920829.1|1997-06"	"French_Guiana"
"EU920835.1|2002-04"	"French_Guiana"
"KY670635.1|2003-10"	"Taiwan"
"EU920839.1|2005-09"	"Martinique"
"EU920840.1|2005-10"	"French_Guiana"
"GU370053.1|2007-05"	"Singapore"
"OP410993.1|2008-09"	"Singapore"
"JF504679.1|2009-09"	"China"
"JN544409.2|2011-03"	"Singapore"
"JN544410.2|2011-04"	"Singapore"
"KP792537.2|2011-06"	"Singapore"
"KM217157.1|2011-08"	"Pakistan"
"JQ048541.1|2011-09"	"China"
"MF033197.1|2012-03"	"Singapore"
"KX059015.1|2012-07"	"Sri_Lanka"
"KX059029.1|2012-08"	"Sri_Lanka"
"KX059017.1|2012-09"	"Sri_Lanka"
"OR236109.1|2012-10"	"Reunion"
"MF033207.1|2013-04"	"Singapore"
"KF864667.1|2013-05"	"China"
"MN577562.1|2013-05"	"Kenya"
"OR236120.1|2013-06"	"Reunion"
"KJ755855.1|2013-07"	"India"
"MF033212.1|2013-12"	"Singapore"
"KX452015.1|2014-01"	"Malaysia"
"KU666947.1|2014-02"	"Malaysia"
"KY921904.1|2014-03"	"Singapore"
"OR236114.1|2014-03"	"Reunion"
"OR236087.1|2014-05"	"Reunion"
"OR236116.1|2014-05"	"Reunion"
"MN577564.1|2014-06"	"Kenya"
"PP530047.1|2014-07"	"Brazil"
"MW721462.1|2014-10"	"China"
"MW721468.1|2014-10"	"China"
"OP410995.1|2014-10"	"Singapore"
"MH048670.1|2014-12"	"Malaysia"
"MH048673.1|2014-12"	"Malaysia"
"MH048677.1|2014-12"	"Malaysia"
"MH051733.1|2014-12"	"Malaysia"
"MH051734.1|2014-12"	"Malaysia"
"KY921906.1|2015-06"	"Singapore"
"OR236121.1|2016-02"	"Reunion"
"OR236111.1|2016-05"	"Reunion"
"OR236112.1|2016-05"	"Reunion"
"LC410185.1|2016-11"	"Thailand"
"MW788989.1|2017-06"	"Myanmar"
"MW730819.1|2017-07"	"Nepal"
"MW730830.1|2017-07"	"Nepal"
"MW730833.1|2017-07"	"Nepal"
"MN577557.1|2017-07"	"Kenya"
"MW788992.1|2017-08"	"Myanmar"
"LC436669.1|2017-10"	"Bangladesh"
"LC436668.1|2017-11"	"Bangladesh"
"MN083246.1|2017-11"	"Sri_Lanka"
"MW788882.1|2018-05"	"Myanmar"
"MW793709.1|2018-07"	"Myanmar"
"MW789006.1|2018-07"	"Myanmar"
"MW789000.1|2018-07"	"Myanmar"
"MW788901.1|2018-08"	"Myanmar"
"MN639764.1|2018-10"	"China"
"MN639766.1|2018-10"	"China"
"MW288031.1|2018-11"	"Senegal"
"MZ544587.1|2019-03"	"Kenya"
"MN577472.1|2019-07"	"Italy"
"OP121156.1|2019-07"	"Myanmar"
"OL414761.1|2019-08"	"Cambodia"
"OR053670.1|2019-09"	"China"
"OM281589.1|2019-12"	"Philippines"
"OL414749.1|2020-06"	"Cambodia"
"OL414755.1|2020-08"	"Cambodia"
"OL414732.1|2020-08"	"Cambodia"
"OL414764.1|2020-08"	"Cambodia"
"OL414754.1|2020-08"	"Cambodia"
"OQ832614.1|2020-09"	"Vietnam"
"OQ832613.1|2020-09"	"Vietnam"
"OR229983.1|2020-09"	"Martinique"
"OP600507.1|2020-10"	"Malaysia"
"OM281599.1|2020-12"	"Philippines"
"ON116130.1|2021-08"	"Bangladesh"
"OP898557.1|2022-04"	"Pakistan"
"OP600512.1|2022-07"	"Malaysia"
"OQ714406.1|2022-09"	"Nepal"
"OR821724.1|2022-09"	"Nepal"
"OR821725.1|2022-09"	"Nepal"
"PP082864.1|2023-04"	"Reunion"
"OR804008.1|2023-04"	"Indonesia"
"PP082857.1|2023-05"	"Reunion"
"PP087792.1|2023-06"	"Taiwan"
"PP082853.1|2023-07"	"Reunion"
"PP082854.1|2023-07"	"Reunion"
"PP082846.1|2023-09"	"Reunion"
"PP082832.1|2023-12"	"Reunion"
"PP082833.1|2023-12"	"Reunion"
"PP292053.1|2023-12"	"Reunion"
"KF955350.1|1999"	"Nicaragua"
"KF955356.1|2005"	"Mexico"
"KF955376.1|2006"	"Nicaragua"
"KF955393.1|2007"	"Nicaragua"
"PQ844981.1|2007"	"Vietnam"
"KF955398.1|2008"	"Cambodia"
"PQ844893.1|2008"	"Vietnam"
"PQ844896.1|2008"	"Vietnam"
"PQ844897.1|2008"	"Vietnam"
"PQ844946.1|2008"	"Vietnam"
"PQ844967.1|2008"	"Vietnam"
"PQ844973.1|2008"	"Vietnam"
"PQ844983.1|2008"	"Vietnam"
"PQ845005.1|2008"	"Vietnam"
"PQ844937.1|2009"	"Vietnam"
"MN244560.1|2011"	"Trinidad_and_Tobago"
"MN244565.1|2013"	"Trinidad_and_Tobago"
"OQ603277.1|2013"	"Colombia"
"OQ603284.1|2015"	"Colombia"
"OQ603285.1|2015"	"Colombia"
"OQ603286.1|2015"	"Colombia"
"PP151935.1|2018"	"Indonesia"
"PP152168.1|2018"	"Indonesia"
"PP151909.1|2019"	"Indonesia"
"PP151924.1|2019"	"Indonesia"
"PP151941.1|2019"	"Indonesia"
"PP151966.1|2019"	"Indonesia"
"PP151984.1|2019"	"Indonesia"
"PP152006.1|2019"	"Indonesia"
"PP152021.1|2019"	"Indonesia"
"PP152030.1|2019"	"Indonesia"
"PP152035.1|2019"	"Indonesia"
"PP152039.1|2019"	"Indonesia"
"PP152043.1|2019"	"Indonesia"
"PP152050.1|2019"	"Indonesia"
"PP152068.1|2019"	"Indonesia"
"PP152099.1|2019"	"Indonesia"
"PP152150.1|2019"	"Indonesia"
"PP152169.1|2019"	"Indonesia"
"PP152205.1|2019"	"Indonesia"
"PP152216.1|2019"	"Indonesia"
"PP151917.1|2020"	"Indonesia"
"PP151959.1|2020"	"Indonesia"
"PP152012.1|2020"	"Indonesia"
"PP152013.1|2020"	"Indonesia"
"PP152075.1|2020"	"Indonesia"
"PP152096.1|2020"	"Indonesia"
"PP152109.1|2020"	"Indonesia"
"PP152140.1|2020"	"Indonesia"
"PP152152.1|2020"	"Indonesia"
"PP152179.1|2020"	"Indonesia"
"PP152221.1|2020"	"Indonesia"
"PV685005.1|2020"	"Brazil"
"PV879537.1|2023"	"China"
"PV879540.1|2023"	"China"
"PV879547.1|2023"	"China"
"PV879548.1|2023"	"China"
"PV879550.1|2023"	"China"
"PV012233.1|2024"	"China"
"PV012235.1|2024"	"China"
"PV012237.1|2024"	"China"
"PV012241.1|2024"	"China"
"PV855850.1|2008-03-24"	"Thailand"
"PV855845.1|2009-08-16"	"Thailand"
"PV088275.1|2011-03-01"	"Colombia"
"OQ603272.1|2013-07-09"	"Colombia"
"OQ603278.1|2014-01-14"	"Colombia"
"PV088277.1|2014-02-09"	"Colombia"
"MZ130526.1|2014-05-21"	"Tanzania"
"OQ603279.1|2014-09-18"	"Colombia"
"OR477108.1|2015-03-11"	"Philippines"
"OR476983.1|2015-05-22"	"Philippines"
"PV344391.1|2015-06-21"	"Thailand"
"PV344375.1|2015-07-28"	"Thailand"
"OQ603282.1|2015-08-25"	"Colombia"
"PV344360.1|2015-10-13"	"Thailand"
"PV344268.1|2015-11-12"	"Thailand"
"PV344303.1|2015-11-27"	"Thailand"
"OQ603301.1|2016-08-23"	"Colombia"
"OR477004.1|2016-10-30"	"Philippines"
"PQ357513.1|2017-02-03"	"Thailand"
"PV344260.1|2017-06-12"	"Thailand"
"PP455354.1|2017-06-28"	"Nigeria"
"PV344344.1|2018-05-16"	"Thailand"
"MZ130528.1|2018-06-24"	"Djibouti"
"OR477147.1|2018-07-06"	"Philippines"
"OR477148.1|2018-08-05"	"Philippines"
"PV344270.1|2018-09-11"	"Thailand"
"OR477008.1|2018-09-18"	"Philippines"
"OR477156.1|2018-10-01"	"Philippines"
"PQ357516.1|2018-10-27"	"Cambodia"
"OR476972.1|2018-11-30"	"Philippines"
"OR476995.1|2018-11-30"	"Philippines"
"PV344296.1|2019-02-14"	"Thailand"
"PQ218499.1|2019-05-14"	"Kenya"
"PQ218500.1|2019-05-15"	"Kenya"
"PQ357558.1|2019-07-12"	"Cambodia"
"OR477167.1|2019-07-18"	"Philippines"
"OR477172.1|2019-07-22"	"Philippines"
"OQ782199.1|2019-07-25"	"Nicaragua"
"OR477173.1|2019-07-26"	"Philippines"
"PQ158471.1|2019-08-07"	"Vietnam"
"PV344278.1|2019-08-20"	"Thailand"
"PV344297.1|2019-08-27"	"Thailand"
"PV687481.1|2021-04-20"	"Reunion"
"PP957579.1|2021-08-24"	"Colombia"
"OQ813507.1|2021-11-20"	"Colombia"
"PP957576.1|2022-04-06"	"Colombia"
"PP994656.1|2022-04-15"	"Indonesia"
"PP994645.1|2022-06-20"	"Indonesia"
"PP994658.1|2022-06-20"	"Indonesia"
"PP957590.1|2022-07-24"	"Colombia"
"OR150743.1|2022-09-26"	"USA"
"PP994650.1|2022-09-26"	"Indonesia"
"OR821738.1|2022-10-05"	"Indonesia"
"OR821739.1|2022-10-06"	"Indonesia"
"PP994667.1|2022-10-17"	"Indonesia"
"PP994652.1|2022-10-29"	"Indonesia"
"PP994653.1|2022-10-29"	"Indonesia"
"OQ786047.1|2023-01-18"	"Brazil"
"PV344398.1|2023-02-09"	"Thailand"
"PV717366.1|2023-03-14"	"Kenya"
"PQ357520.1|2023-07-26"	"Malaysia"
"PP982973.1|2023-08-18"	"Colombia"
"PQ182388.1|2023-09-14"	"Italy"
"OR690442.1|2023-09-18"	"China"
"PQ154994.1|2023-09-25"	"USA"
"PV474413.1|2023-10-05"	"Mali"
"PQ084661.1|2023-10-10"	"China"
"PV474414.1|2023-10-13"	"Mali"
"PV474415.1|2023-10-14"	"Mali"
"PV474416.1|2023-10-19"	"Mali"
"PV474417.1|2023-10-20"	"Mali"
"PV476196.1|2023-10-24"	"Mali"
"PV474420.1|2023-10-25"	"Mali"
"PP982958.1|2023-11-23"	"Colombia"
"PV151472.1|2023-12-02"	"USA"
"PP586201.1|2023-12-16"	"Thailand"
"PV162554.1|2023-12-27"	"China"
"PP982965.1|2024-01-10"	"Colombia"
"PP586203.1|2024-01-14"	"Thailand"
"PQ882223.1|2024-01-25"	"Brazil"
"PP982989.1|2024-01-30"	"Colombia"
"PP982991.1|2024-01-31"	"Colombia"
"PP982966.1|2024-02-20"	"Colombia"
"PP983000.1|2024-02-29"	"Colombia"
"PP983031.1|2024-03-04"	"Colombia"
"PQ851427.1|2024-03-20"	"Colombia"
"PQ851438.1|2024-04-08"	"Colombia"
"PQ851422.1|2024-04-11"	"Colombia"
"PV571626.1|2024-04-11"	"China"
"PQ467845.1|2024-04-13"	"Peru"
"PQ467837.1|2024-04-14"	"Peru"
"PQ467844.1|2024-04-17"	"Peru"
"PQ014895.1|2024-04-18"	"Panama"
"PQ851445.1|2024-04-19"	"Colombia"
"PQ851455.1|2024-05-18"	"Colombia"
"PQ155052.1|2024-05-26"	"USA"
"PQ207068.1|2024-06-05"	"USA"
"PQ851466.1|2024-06-10"	"Colombia"
"PQ851501.1|2024-06-13"	"Colombia"
"PQ851424.1|2024-06-24"	"Colombia"
"PV344222.1|2024-07-02"	"India"
"PQ533824.1|2024-07-09"	"Pakistan"
"PQ340820.1|2024-07-17"	"USA"
"PQ355603.1|2024-07-24"	"USA"
"PV344214.1|2024-07-27"	"India"
"PV451703.1|2024-07-29"	"Brazil"
"PV342627.1|2024-08-06"	"India"
"PQ617128.1|2024-08-13"	"USA"
"PV490568.1|2024-08-13"	"Mexico"
"PQ340844.1|2024-08-16"	"USA"
"PQ617130.1|2024-08-24"	"USA"
"PQ780163.1|2024-08-29"	"India"
"PQ617138.1|2024-09-03"	"USA"
"PQ780164.1|2024-09-03"	"India"
"PV571659.1|2024-09-03"	"China"
"PQ866917.1|2024-09-05"	"China"
"PQ617135.1|2024-09-07"	"USA"
"PV571660.1|2024-09-07"	"China"
"PQ617141.1|2024-09-10"	"USA"
"PQ617140.1|2024-09-13"	"USA"
"PQ866918.1|2024-09-17"	"China"
"PQ617139.1|2024-09-22"	"USA"
"PV554916.1|2024-09-30"	"India"
"PQ617161.1|2024-10-08"	"USA"
"PQ617160.1|2024-10-10"	"USA"
"PQ617162.1|2024-10-10"	"USA"
"PQ617158.1|2024-10-12"	"USA"
"PV571636.1|2024-10-20"	"China"
"PV571638.1|2024-10-23"	"China"
"PV571662.1|2024-10-23"	"China"
"PQ868291.1|2024-11-08"	"USA"
"PQ868290.1|2024-11-12"	"USA"
"PV571640.1|2024-11-29"	"China"
"PV571663.1|2024-12-13"	"China"
"PV571622.1|2024-12-26"	"China"
"PV717358.1|2025-01-16"	"Kenya"
"PV833223.1|2025-04-05"	"USA"
"PQ218489.1|2010-04"	"Eritrea"
"PQ218486.1|2013-05"	"Kenya"
"MN577552.1|2014-02"	"Kenya"
"OQ832625.1|2020-09"	"Vietnam"
"PP586199.1|2023-08"	"Thailand"
"PV290914.1|2024-03"	"Cambodia"
"PV291709.1|2024-03"	"Kenya"
"PV291830.1|2024-03"	"Indonesia"
"PQ119856.1|2024-05"	"Australia"
"PV291710.1|2024-07"	"Indonesia"
"PV291711.1|2024-09"	"Indonesia"
"PV390957.1|2024-10"	"Indonesia"
